date,t_value
2018-06-05,-0.4115321309256159
2018-06-06,-0.5616958965399553
2018-06-07,-1.0234075349272231
2018-06-08,-1.0454292820747
2018-06-11,-1.181281702172683
2018-06-12,-0.6630036417098072
2018-06-13,-0.5849836415661276
2018-06-14,0.00397009017305999
2018-06-15,0.5311538605576409
2018-06-19,1.0445200755272672
2018-06-20,0.8312062301320294
2018-06-21,0.5263749683155644
2018-06-22,0.16397820548003408
2018-06-25,-0.8421584804385871
2018-06-26,-0.6563499959475309
2018-06-27,-0.5032422534878291
2018-06-28,-0.7698339448671572
2018-06-29,-0.08946755340341697
2018-07-02,0.7059690832428589
2018-07-03,-0.08101752377632529
2018-07-04,-0.29615649705778296
2018-07-05,-0.4283742698388507
2018-07-06,-1.4623469310709996
2018-07-09,-2.6991821574920514
2018-07-10,-1.7733961986009312
2018-07-11,-1.4302062397948332
2018-07-12,-1.624252173621907
2018-07-13,-1.7435573741716608
2018-07-16,-0.8889405457071899
2018-07-17,-1.5227338310096166
2018-07-18,-1.3405422422692823
2018-07-19,-1.4243471556276606
2018-07-20,-1.1784083430275445
2018-07-23,0.37581855058615304
2018-07-24,1.0201476460585785
2018-07-25,1.6114623751509576
2018-07-26,0.7212639906893829
2018-07-27,0.37022864495727986
2018-07-30,-0.031383391836511655
2018-07-31,0.020005342670387772
2018-08-01,-0.2026499465650045
2018-08-02,-1.8099004963184273
2018-08-03,-2.4798945917784354
2018-08-06,-0.576020956355983
2018-08-07,-1.1119738697432706
2018-08-08,0.4049776884117415
2018-08-09,1.0750485601951365
2018-08-10,-0.038420115951657
2018-08-13,-1.7627057705648874
2018-08-14,-2.461584018392532
2018-08-15,-3.4322164668455493
2018-08-16,-4.324384350306186
2018-08-17,-3.4344886358857982
2018-08-20,-1.5199426012283073
2018-08-21,-3.0170495574539835
2018-08-22,-1.8679762721654467
2018-08-23,-2.222563783409103
2018-08-24,-2.85093020410291
2018-08-27,-3.718302999156794
2018-08-28,-4.7110791131780845
2018-08-29,-5.398344629208874
2018-08-30,-5.524789842687846
2018-08-31,-5.107345926951953
2018-09-03,-5.737305944593518
2018-09-04,-5.355072095986622
2018-09-05,-3.184920777175176
2018-09-06,-2.4664392649925184
2018-09-07,-3.621765629623997
2018-09-10,-3.2385808355028374
2018-09-11,-1.8264412901951772
2018-09-12,-0.8961679988247867
2018-09-13,-0.4260993038254902
2018-09-14,0.8261298509855087
2018-09-17,0.5020318681332373
2018-09-18,-0.1936932516685032
2018-09-19,-0.18102761173860346
2018-09-20,0.269638785697437
2018-09-21,-0.08827320589227872
2018-09-25,-0.11604639899266794
2018-09-26,-0.10279844911612174
2018-09-27,-0.1939709806542654
2018-09-28,-0.2616730898679554
2018-10-08,-0.057916184644197566
2018-10-09,0.16946573748212992
2018-10-10,-0.6169144780675911
2018-10-11,0.8004005757756589
2018-10-12,0.9609988785434693
2018-10-15,1.2424156173937626
2018-10-16,-0.2950637575742314
2018-10-17,0.14387673604165743
2018-10-18,-0.15897646316061284
2018-10-19,-0.43691960545700215
2018-10-22,-0.8066874669622923
2018-10-23,-0.10300567713892701
2018-10-24,-0.4859189128526473
2018-10-25,0.015332640216967848
2018-10-26,-0.16940656696324424
2018-10-29,0.3407016925540831
2018-10-30,0.8380239364414347
2018-10-31,1.2455683051799065
2018-11-01,0.8282651303663224
2018-11-02,-0.5809300885558323
2018-11-05,-0.8304611595083528
2018-11-06,-1.4001824450941982
2018-11-07,-1.7403208929118685
2018-11-08,-1.918760640432266
2018-11-09,-0.21393832908550123
2018-11-12,-1.2947979392396227
2018-11-13,-1.2739909739591289
2018-11-14,0.773319526187909
2018-11-15,-0.08964759939382222
2018-11-16,0.6480913664416429
2018-11-19,0.7307778375407952
2018-11-20,-1.490542832175673
2018-11-21,-0.30977775987447354
2018-11-22,-0.20164406091177542
2018-11-23,-1.32897882013122
2018-11-26,-2.5760129820154165
2018-11-27,-1.969663333562334
2018-11-28,-1.691496335097061
2018-11-29,-1.8919207744662174
2018-11-30,-1.1252667311391678
2018-12-03,-0.5120102235691112
2018-12-04,-1.5863110472567137
2018-12-05,-0.5039079393397962
2018-12-06,-0.9760424218692029
2018-12-07,-0.7322336100327759
2018-12-10,-1.3160742911472738
2018-12-11,-0.3557909954960864
2018-12-12,-0.8743938273857289
2018-12-13,-0.5613724811385518
2018-12-14,0.04900904456446936
2018-12-17,0.02947710644823613
2018-12-18,-0.9506128937003684
2018-12-19,-0.4686438059931363
2018-12-20,-0.4979392018382814
2018-12-21,0.3411361246608841
2018-12-24,1.3867505967735791
2018-12-25,1.7071705468032183
2018-12-26,1.7373956398813157
2018-12-27,1.995717854639937
2018-12-28,1.4109860133406615
2019-01-02,0.8611272985487238
2019-01-03,-0.13713037594831307
2019-01-04,0.008786284343308907
2019-01-07,-0.46419641404825573
2019-01-08,-0.9820156040076563
2019-01-09,-0.7268612536655997
2019-01-10,-1.6880228883894246
2019-01-11,-2.790240790477806
2019-01-14,-3.548634850477423
2019-01-15,-3.0241725445698644
2019-01-16,-3.071700918420693
2019-01-17,-2.275851763721014
2019-01-18,-2.572000389193882
2019-01-21,-0.8500403990238959
2019-01-22,-1.3087288574566516
2019-01-23,-1.1797330083119464
2019-01-24,0.87271054467247
2019-01-25,0.26981736707781095
2019-01-28,-0.7819322072791746
2019-01-29,-1.83563438963026
2019-01-30,-2.7677517768005426
2019-01-31,-2.9811064366399966
2019-02-01,-2.098025269503576
2019-02-11,-1.7038637887996935
2019-02-12,-1.6233759566277333
2019-02-13,-1.169455887712924
