factor_name:  000001.XSHG    p_value: 7.960941084128592e-08  t_value:-5.371389223613283
factor_name:  000300.XSHG    p_value: 6.188948442620301e-08  t_value:-5.41671612483456
factor_name:  000905.XSHG    p_value: 0.0009701143155735892  t_value:-3.2998805595646945
factor_name:  000852.XSHG    p_value: 0.0007268767114885222  t_value:-3.3801210376416715
factor_name:  399006.XSHE    p_value: 0.009863131725778906  t_value:-2.5810081014775723
factor_name:  000688.XSHG    p_value: 9.146177000474154e-05  t_value:-3.916441796129979
