factor_name:  社会融资规模存量_委托贷款_月末数    p_value: 0.28530811815908774  t_value:-1.0684828615606414
factor_name:  社会融资规模存量_非金融企业境内股票_月末数    p_value: 0.5390905300622952  t_value:0.6141932613136344
factor_name:  社会融资规模存量_同比增速_月末数    p_value: 0.5088876846869859  t_value:-0.6605873379562835
factor_name:  社会融资规模存量_人民币贷款_同比增速_月末数    p_value: 0.18444617124964013  t_value:1.3272080413389478
factor_name:  社会融资规模存量_委托贷款_同比增速_月末数    p_value: 0.11059858119286736  t_value:-1.5955378499543718
factor_name:  银行间短期融资券收益率曲线（AAA+）:3月    p_value: 0.5407084339604524  t_value:0.6117464082160537
factor_name:  银行间短期融资券收益率曲线（AAA+）:6月    p_value: 0.1533314559095027  t_value:-1.4278849200079475
factor_name:  银行间短期融资券收益率曲线（AAA）:3月    p_value: 0.5940378468825296  t_value:0.5329973820808666
factor_name:  银行间短期融资券收益率曲线（AAA-）:3月    p_value: 0.6915516026418107  t_value:0.39675268053177015
factor_name:  银行间短期融资券收益率曲线（AA+）:3月    p_value: 0.8268789575875188  t_value:-0.21870733767617884
factor_name:  银行间短期融资券收益率曲线（AA-）:3月    p_value: 0.5713106082262573  t_value:-0.5661262267241175
factor_name:  银行间短期融资券收益率曲线（A+）:3月    p_value: 0.40422323400064464  t_value:0.8341098140704883
factor_name:  银行间短期融资券收益率曲线（A）:6月    p_value: 0.3382146632096341  t_value:-0.9577083096298286
factor_name:  银行间短期融资券收益率曲线（A）:9月    p_value: 0.11770768081729344  t_value:-1.5644960333215048
factor_name:  银行间短期融资券收益率曲线（A-）:3月    p_value: 0.3883197909191263  t_value:0.8626762319183415
factor_name:  银行间短期融资券收益率曲线（A-）:6月    p_value: 0.3085424301385209  t_value:1.018295965444907
factor_name:  银行间短期融资券收益率曲线（A-）:9月    p_value: 0.10495446076813919  t_value:1.6213251326674338
factor_name:  银行间短期融资券收益率曲线（A-）:1年    p_value: 0.684341774719829  t_value:0.4065480327687342
